Train_No,Route_Number,Start_Station,End_Station,Total_Distance,Number_of_Stops,Total_Duration_Minutes
17230,1,HYB,TVC,1563,43,1865.0
17231,1,NS,NSL,1048,27,1415.0
17232,1,NSL,NS,1048,28,1425.0
17233,1,SC,BPQ,375,34,575.0
17234,1,BPQ,SC,374,34,515.0
17235,1,SBC,NCJ,669,16,875.0
17236,1,NCJ,SBC,668,16,835.0
17239,1,GNT,VSKP,382,27,620.0
17240,1,VSKP,GNT,383,26,490.0
17241,1,NS,NDD,76,8,120.0
17242,1,NDD,NS,77,8,125.0
17255,1,NS,HYB,462,21,630.0
17256,1,HYB,NS,464,21,655.0
17301,1,MYS,DWR,493,18,570.0
17302,1,DWR,MYS,490,17,630.0
17305,1,UBL,LD,90,4,125.0
17307,1,MYS,BGK,993,34,1360.0
17308,1,BGK,MYS,994,32,1420.0
17309,1,YPR,VSG,665,18,930.0
17310,1,VSG,YPR,662,18,905.0
17311,1,MAS,VSG,1029,24,1320.0
17312,1,VSG,MAS,1027,25,1275.0
17315,1,VSG,VLNK,1269,24,1645.0
17316,1,VLNK,VSG,1273,27,1815.0
17317,1,UBL,LTT,732,16,930.0
17318,1,LTT,UBL,731,16,990.0
17319,1,UBL,SC,660,22,895.0
17320,1,SC,UBL,661,22,950.0
17321,1,UBL,LTT,796,12,1105.0
17322,1,LTT,UBL,797,13,1220.0
17323,1,UBL,BSB,2037,24,2530.0
17324,1,BSB,UBL,2037,24,2395.0
17325,1,UBL,MYS,607,25,760.0
17326,1,MYS,UBL,609,25,775.0
17401,1,TPTY,MTM,466,21,610.0
17402,1,MTM,TPTY,466,21,575.0
17403,1,GDV,NS,94,8,140.0
17404,1,NS,GDV,94,9,165.0
17405,1,TPTY,ADB,1154,61,1490.0
17406,1,ADB,TPTY,1153,62,1480.0
17407,1,TPTY,MQ,462,19,640.0
17408,1,MQ,TPTY,463,19,650.0
17409,1,ADB,NED,184,9,240.0
17410,1,NED,ADB,184,9,240.0
17411,1,CSMT,KOP,517,18,665.0
17412,1,KOP,CSMT,517,19,655.0
17413,1,TPTY,PDY,302,11,405.0
17414,1,PDY,TPTY,302,11,405.0
17415,1,TPTY,KOP,904,31,1175.0
17416,1,KOP,TPTY,903,32,1225.0
17417,1,TPTY,SNSI,1419,37,1755.0
17418,1,SNSI,TPTY,1419,38,1685.0
17419,1,TPTY,VSG,778,31,1120.0
17420,1,VSG,TPTY,777,26,1130.0
17479,1,PURI,TPTY,1231,72,1670.0
17480,1,TPTY,PURI,1231,73,1685.0
17481,1,BSP,TPTY,1402,65,1815.0
17482,1,TPTY,BSP,1400,66,1865.0
17487,1,TPTY,VSKP,735,36,900.0
17488,1,VSKP,TPTY,736,33,920.0
17603,1,KCG,YPR,653,18,805.0
17604,1,YPR,KCG,652,18,810.0
17605,1,MAQ,KCG,1522,28,1655.0
17606,1,KCG,MAQ,1518,28,1770.0
17609,1,PNBE,PAU,1736,17,1920.0
17610,1,PAU,PNBE,1738,17,1940.0
17613,1,PNVL,NED,667,13,1045.0
17614,1,NED,PNVL,667,14,930.0
17615,1,KCG,MDU,1283,23,1470.0
17616,1,MDU,KCG,1286,23,1510.0
17617,1,CSMT,NED,604,20,705.0
17618,1,NED,CSMT,604,20,705.0
17619,1,AWB,NED,236,8,345.0
17620,1,NED,AWB,236,8,330.0
17621,1,AWB,RU,1148,28,1395.0
17622,1,RU,AWB,1148,28,1500.0
17623,1,NED,BKN,1675,29,2070.0
17624,1,BKN,NED,1677,29,2105.0
17625,1,KCG,RAL,347,21,480.0
17626,1,RAL,SC,341,19,565.0
17639,1,KCG,AK,513,21,680.0
17640,1,AK,KCG,513,21,645.0
17641,1,KCG,NRKR,730,32,960.0
17642,1,NRKR,KCG,730,32,945.0
17643,1,CGL,COA,759,36,1090.0
17644,1,COA,CGL,760,36,1070.0
17651,1,CGL,KCG,825,21,980.0
17652,1,KCG,CGL,824,23,990.0
17687,1,MMR,DAB,416,24,545.0
17688,1,DAB,MMR,419,24,560.0
18005,1,HWH,JDB,1163,48,1515.0
18006,1,JDB,HWH,1164,46,1560.0
18007,1,SHM,VZR,260,13,320.0
18008,1,VZR,SHM,259,13,380.0
18009,1,SRC,AII,2000,24,2430.0
18010,1,AII,SRC,2002,24,2550.0
18029,1,LTT,SHM,1957,83,2300.0
18030,1,SHM,LTT,1955,82,2270.0
18047,1,HWH,VSG,2128,44,2375.0
18048,1,VSG,HWH,2125,45,2370.0
18101,1,TATA,JAT,2017,71,2840.0
18102,1,JAT,TATA,2017,72,2640.0
18103,1,TATA,ASR,1746,25,1995.0
18104,1,ASR,TATA,1747,25,1990.0
18107,1,ROU,KRPU,644,13,825.0
18108,1,KRPU,ROU,644,13,810.0
18111,1,TATA,YPR,2434,42,2850.0
18112,1,YPR,TATA,2421,42,2985.0
18117,1,ROU,GNPR,796,26,1015.0
18118,1,GNPR,ROU,796,26,1050.0
18181,1,TATA,CPR,629,37,1130.0
18182,1,CPR,TATA,629,37,1080.0
18183,1,TATA,DNR,507,36,690.0
18184,1,DNR,TATA,507,35,695.0
18189,1,TATA,ROU,159,9,170.0
18190,1,ROU,TATA,159,10,180.0
18191,1,CPR,FBD,685,33,1100.0
18192,1,FBD,CPR,687,31,1145.0
18201,1,DURG,NTV,1207,25,1615.0
18202,1,NTV,DURG,1212,25,1625.0
18203,1,DURG,CNB,879,20,1060.0
18204,1,CNB,DURG,883,21,1130.0
18205,1,DURG,NTV,1153,24,1615.0
18206,1,NTV,DURG,1161,24,1760.0
18207,1,DURG,AII,1396,22,1550.0
18208,1,AII,DURG,1404,22,1605.0
18211,1,DURG,JDB,660,15,870.0
18212,1,JDB,DURG,665,15,1010.0
18213,1,DURG,JP,1250,20,1400.0
18214,1,JP,DURG,1258,20,1475.0
18215,1,DURG,JAT,1906,26,2195.0
18216,1,JAT,DURG,1916,26,2290.0
18233,1,INDB,BSP,1008,72,1440.0
18234,1,BSP,INDB,1009,74,1450.0
18235,1,BPL,BSP,720,67,1190.0
18236,1,BSP,BPL,721,67,1300.0
18237,1,BSP,ASR,1998,85,2515.0
18238,1,ASR,BSP,1990,89,2645.0
18239,1,GAD,NGP,520,31,695.0
18240,1,NGP,BSP,406,18,445.0
18241,1,DURG,ABKP,463,32,670.0
18242,1,ABKP,DURG,471,32,700.0
18243,1,BSP,BGKT,1818,33,2080.0
18244,1,BGKT,BSP,1808,33,2110.0
18245,1,BSP,BKN,1884,33,2125.0
18246,1,BKN,BSP,1874,33,2210.0
18247,1,BSP,REWA,468,39,675.0
18248,1,REWA,BSP,465,39,700.0
18301,1,SBP,RGDA,321,20,395.0
18302,1,RGDA,SBP,321,20,365.0
18303,1,SBP,PURI,340,16,395.0
18304,1,PURI,SBP,340,16,405.0
18309,1,SBP,MURI,378,14,540.0
18310,1,MURI,SBP,381,14,575.0
18311,1,SBP,BSB,890,37,1185.0
18312,1,BSB,SBP,893,37,1155.0
18401,1,PURI,OKHA,2779,41,3145.0
18402,1,OKHA,PURI,2775,41,2990.0
18403,1,CKP,BBN,126,6,155.0
18404,1,BBN,CKP,126,6,175.0
18405,1,PURI,ADI,2013,40,2225.0
18406,1,ADI,PURI,2005,40,2250.0
18407,1,PURI,SNSI,1697,26,1965.0
18408,1,SNSI,PURI,1691,26,1895.0
18409,1,HWH,PURI,504,20,575.0
18410,1,PURI,HWH,503,21,580.0
18413,1,PRDP,PURI,172,12,270.0
18414,1,PURI,PRDP,172,12,225.0
18415,1,BBN,PURI,396,30,645.0
18416,1,PURI,BBN,396,30,625.0
18419,1,PURI,JYG,998,24,1390.0
18420,1,JYG,PURI,998,24,1330.0
18421,1,PURI,AII,2483,41,2785.0
18422,1,AII,PURI,2479,41,2945.0
18425,1,PURI,DURG,810,28,1030.0
18426,1,DURG,PURI,803,28,1020.0
18437,1,RGDA,JNRD,146,11,200.0
18438,1,JNRD,RGDA,146,11,210.0
18447,1,BBS,JDB,784,41,1060.0
18448,1,JDB,BBS,784,41,1080.0
18449,1,PURI,PNBE,926,27,1175.0
18450,1,PNBE,PURI,926,27,1095.0
18451,1,HTE,PURI,686,24,920.0
18452,1,PURI,HTE,686,25,905.0
18463,1,BBS,SBC,1546,47,1835.0
18464,1,SBC,BBS,1545,46,1850.0
18477,1,PURI,HW,2347,76,2880.0
18478,1,HW,PURI,2354,75,2900.0
18495,1,RMM,BBS,1884,25,2050.0
18496,1,BBS,RMM,1884,25,2100.0
18501,1,VSKP,GIMB,2116,29,2365.0
18502,1,GIMB,VSKP,2113,29,2390.0
18503,1,VSKP,SNSI,1406,25,1635.0
18504,1,SNSI,VSKP,1405,25,1615.0
18507,1,VSKP,ASR,2552,48,2860.0
18508,1,ASR,VSKP,2556,48,2885.0
18511,1,KRPU,VSKP,357,12,420.0
18512,1,VSKP,KRPU,357,11,425.0
18517,1,KRBA,VSKP,726,31,900.0
18518,1,VSKP,KRBA,727,31,905.0
18519,1,VSKP,LTT,1512,20,1755.0
18520,1,LTT,VSKP,1497,20,1700.0
18567,1,VSKP,QLN,1572,33,1810.0
18568,1,QLN,VSKP,1576,33,1695.0
18573,1,VSKP,BGKT,2056,35,2435.0
18574,1,BGKT,VSKP,2060,35,2515.0
18605,1,RNC,JYG,637,17,990.0
18606,1,JYG,RNC,640,17,1020.0
18609,1,RNC,LTT,2014,29,2340.0
18610,1,LTT,RNC,2018,29,2375.0
18611,1,RNC,BSB,574,30,765.0
18612,1,BSB,RNC,576,30,760.0
18613,1,RNC,CPU,480,20,600.0
18614,1,CPU,RNC,482,20,685.0
18615,1,HWH,HTE,430,17,555.0
18616,1,HTE,HWH,426,17,565.0
18619,1,RNC,DUMK,400,17,590.0
18620,1,DUMK,RNC,402,17,590.0
18621,1,PNBE,HTE,571,42,880.0
18622,1,HTE,PNBE,569,43,940.0
18623,1,PNBE,HTE,417,26,675.0
18624,1,HTE,PNBE,414,25,685.0
18625,1,PNBE,HTE,417,21,560.0
18626,1,HTE,PNBE,414,21,570.0
18631,1,RNC,AII,1663,39,1990.0
18632,1,AII,RNC,1665,39,1965.0
18637,1,HTE,BNC,1884,27,2055.0
18638,1,BNC,HTE,1884,27,2200.0
18645,1,HWH,HYB,1602,59,1810.0
18646,1,HYB,HWH,1602,61,1820.0
18695,1,IPR,PNBE,64,8,180.0
18696,1,PNBE,IPR,64,8,145.0
18697,1,PRNC,PNBE,314,27,490.0
18698,1,PNBE,PRNC,314,27,510.0
19015,1,BCT,PBR,958,63,1275.0
19016,1,PBR,BCT,958,62,1330.0
19019,1,BDTS,DDN,1676,98,2490.0
19020,1,DDN,BDTS,1678,92,2540.0
19021,1,BDTS,LJN,1681,23,1810.0
19022,1,LJN,BDTS,1681,23,1910.0
19023,1,BCT,FZR,1759,94,2330.0
19024,1,FZR,BCT,1762,97,2315.0
19025,1,ST,AMI,567,21,690.0
19026,1,AMI,ST,567,21,720.0
19027,1,BDTS,JAT,1878,33,2230.0
19028,1,JAT,BDTS,1879,33,2215.0
19031,1,ADI,HW,1200,43,1575.0
19032,1,HW,ADI,1203,43,1550.0
19033,1,BL,ADI,297,27,380.0
19034,1,ADI,BL,297,27,375.0
19035,1,BRC,ADI,99,10,135.0
19036,1,ADI,BRC,99,11,160.0
19037,1,BDTS,GKP,1832,68,2345.0
19038,1,GKP,BDTS,1831,68,2355.0
19039,1,BDTS,MFP,2142,82,2830.0
19040,1,MFP,BDTS,2140,82,2795.0
19041,1,BDTS,GCT,1909,31,2105.0
19042,1,GCT,BDTS,1910,27,2180.0
19045,1,ST,CPR,1732,35,1965.0
19046,1,CPR,ST,1730,35,2020.0
19051,1,BL,MFP,1786,17,2100.0
19052,1,MFP,BL,1785,17,2005.0
19053,1,ST,MFP,2121,25,2780.0
19054,1,MFP,ST,2120,25,2730.0
19055,1,BL,JU,750,18,975.0
19056,1,JU,BL,751,18,935.0
19057,1,UDN,BSB,1403,13,1625.0
19058,1,BSB,UDN,1402,13,1755.0
19061,1,BDTS,RMR,1635,28,1785.0
19062,1,RMR,BDTS,1636,28,1805.0
19063,1,UDN,DNR,1596,18,1815.0
19064,1,DNR,UDN,1595,18,1845.0
19107,1,ADI,UHP,1537,19,1865.0
19108,1,UHP,ADI,1539,19,2050.0
19115,1,DDR,BHUJ,843,29,960.0
19116,1,BHUJ,DDR,843,29,920.0
19119,1,ADI,SMNH,435,19,560.0
19120,1,SMNH,ADI,435,19,570.0
19151,1,PNU,GIMB,300,17,360.0
19152,1,GIMB,PNU,300,17,355.0
19165,1,ADI,DBG,1945,70,2775.0
19166,1,DBG,ADI,1945,72,2830.0
19167,1,ADI,BSB,1600,57,2195.0
19168,1,BSB,ADI,1601,57,2235.0
19201,1,SC,PBR,1690,29,1975.0
19202,1,PBR,SC,1689,29,2030.0
19215,1,BCT,PBR,958,63,1275.0
19217,1,BDTS,JAM,807,30,940.0
19218,1,JAM,BDTS,807,33,945.0
19223,1,ADI,JAT,1474,58,1935.0
19224,1,JAT,ADI,1476,60,1870.0
19225,1,BTI,JAT,489,24,715.0
19226,1,JAT,BTI,489,24,735.0
19251,1,SMNH,OKHA,438,17,590.0
19252,1,OKHA,SMNH,438,17,565.0
19259,1,KCVL,BVC,2274,41,2730.0
19260,1,BVC,KCVL,2270,41,2615.0
19261,1,KCVL,PBR,2427,30,2730.0
19262,1,PBR,KCVL,2423,30,2675.0
19263,1,PBR,DEE,1394,28,1705.0
19264,1,DEE,PBR,1396,32,1715.0
19269,1,PBR,MFP,2465,35,3055.0
19270,1,MFP,PBR,2465,35,3005.0
19301,1,INDB,YPR,1895,32,2290.0
19302,1,YPR,INDB,1895,32,2515.0
19303,1,INDB,BPL,262,18,335.0
19304,1,BPL,INDB,262,17,340.0
19307,1,INDB,CDG,1100,19,1510.0
19308,1,CDG,INDB,1102,19,1345.0
19309,1,GNC,INDB,563,19,725.0
19310,1,INDB,GNC,564,19,675.0
19311,1,PUNE,INDB,969,17,1075.0
19312,1,INDB,PUNE,970,17,1175.0
19313,1,INDB,RJPB,1347,17,1640.0
19314,1,RJPB,INDB,1347,17,1675.0
19321,1,INDB,RJPB,1394,17,1640.0
19322,1,RJPB,INDB,1395,17,1675.0
19323,1,INDB,BPL,217,7,245.0
19324,1,BPL,INDB,217,7,260.0
19325,1,INDB,ASR,1323,24,1745.0
19326,1,ASR,INDB,1326,24,1635.0
19327,1,RTM,UDZ,302,16,434.0
19328,1,UDZ,RTM,302,16,405.0
19329,1,INDB,UDZ,481,18,705.0
19330,1,UDZ,INDB,481,18,745.0
19331,1,KCVL,INDB,2300,32,2535.0
19332,1,INDB,KCVL,2296,32,2725.0
19401,1,ADI,LKO,1298,27,1610.0
19402,1,LKO,ADI,1300,27,1675.0
19403,1,ADI,SLN,1550,20,1800.0
19404,1,SLN,ADI,1552,20,1805.0
19407,1,ADI,BSB,1693,21,1960.0
19408,1,BSB,ADI,1696,21,1940.0
19409,1,ADI,GKP,1569,29,1910.0
19410,1,GKP,ADI,1569,29,1965.0
19411,1,ADI,AII,489,12,580.0
19412,1,AII,ADI,491,12,550.0
19413,1,ADI,KOAA,2617,37,3430.0
19414,1,KOAA,ADI,2618,37,3245.0
19415,1,ADI,SVDK,1716,31,2145.0
19416,1,SVDK,ADI,1718,31,2255.0
19419,1,MAS,ADI,1721,26,2025.0
19420,1,ADI,MAS,1719,27,1890.0
19421,1,ADI,PNBE,1666,29,2040.0
19422,1,PNBE,ADI,1669,28,2170.0
19565,1,OKHA,DDN,1662,33,2110.0
19566,1,DDN,OKHA,1664,33,2060.0
19567,1,TN,OKHA,2730,42,3095.0
19568,1,OKHA,TN,2730,43,3315.0
19571,1,RJT,PBR,201,15,280.0
19572,1,PBR,RJT,201,15,255.0
19573,1,OKHA,JP,1049,20,1195.0
19574,1,JP,OKHA,1051,20,1270.0
19575,1,OKHA,NDT,1126,20,1340.0
19576,1,NDT,OKHA,1126,20,1390.0
19577,1,TEN,JAM,2438,29,2730.0
19578,1,JAM,TEN,2434,29,2960.0
19579,1,RJT,DEE,1102,24,1305.0
19580,1,DEE,RJT,1105,24,1290.0
19601,1,UDZ,NJP,2235,29,2535.0
19602,1,NJP,UDZ,2232,29,2620.0
19607,1,KOAA,MDJN,2000,30,2535.0
19608,1,MDJN,KOAA,2004,30,2765.0
19609,1,UDZ,HW,968,29,1280.0
19611,1,AII,ASR,1006,31,1250.0
19612,1,ASR,AII,1006,31,1170.0
19613,1,AII,ASR,847,26,1010.0
19614,1,ASR,AII,847,26,970.0
19659,1,SHM,UDZ,1880,24,2193.0
19660,1,UDZ,SHM,1883,24,2275.0
19665,1,KURJ,UDZ,1080,29,1270.0
19666,1,UDZ,KURJ,1080,29,1290.0
19707,1,BDTS,JP,1103,39,1320.0
19708,1,JP,BDTS,1106,39,1315.0
19709,1,JP,KYQ,2213,37,2905.0
19710,1,KYQ,JP,2210,37,2845.0
19711,1,JP,BPL,792,34,1035.0
19712,1,BPL,JP,792,34,995.0
19713,1,JP,SC,1726,31,2065.0
19714,1,SC,JP,1726,31,1975.0
19715,1,JP,LJN,675,17,805.0
19716,1,LJN,JP,674,17,815.0
19717,1,JP,CDG,569,17,735.0
19718,1,CDG,JP,569,17,725.0
19803,1,KOTA,SVDK,1125,30,1490.0
19804,1,SVDK,KOTA,1127,30,1555.0
19805,1,KOTA,UHP,1084,22,1305.0
19806,1,UHP,KOTA,1086,22,1235.0
19807,1,KOTA,JP,238,11,280.0
19808,1,JP,KOTA,239,11,290.0
20501,1,AGTL,ANVT,2412,16,2450.0
20502,1,ANVT,AGTL,2413,16,2500.0
20601,1,MAS,MDU,558,6,530.0
20602,1,MDU,MAS,554,7,535.0
20651,1,SBC,SMET,273,11,295.0
20652,1,SMET,SBC,273,11,295.0
20809,1,SBP,NED,1486,22,1625.0
20810,1,NED,SBP,1484,22,1615.0
20811,1,VSKP,NED,981,13,1055.0
20812,1,NED,VSKP,978,13,1060.0
20813,1,PURI,JU,2433,43,2640.0
20814,1,JU,PURI,2426,43,2640.0
20815,1,TATA,VSKP,862,24,930.0
20816,1,VSKP,TATA,862,24,940.0
20817,1,BBS,NDLS,1893,13,1650.0
20818,1,NDLS,BBS,1894,13,1650.0
20889,1,HWH,BZA,1234,8,1145.0
20890,1,BZA,HWH,1233,8,1165.0
20901,1,COR,AII,185,4,215.0
20902,1,AII,COR,185,4,190.0
20903,1,BRC,BSB,1536,11,1600.0
20904,1,BSB,BRC,1535,11,1650.0
21067,1,PBH,RBL,95,4,119.0
21068,1,RBL,PBH,95,4,100.0
21107,1,KURJ,MBA,63,2,60.0
21108,1,MBA,KURJ,63,2,70.0
21125,1,INDB,BIX,643,17,825.0
21126,1,BIX,INDB,643,17,885.0
22101,1,CSMT,MMR,260,7,280.0
22102,1,MMR,CSMT,260,8,282.0
22103,1,LTT,FD,1600,17,1640.0
22104,1,FD,LTT,1599,17,1745.0
22105,1,CSMT,PUNE,191,8,205.0
22106,1,PUNE,CSMT,191,7,205.0
22109,1,LTT,NZM,1501,9,1195.0
22110,1,NZM,LTT,1504,9,1200.0
22111,1,BSL,NGP,603,20,635.0
22112,1,NGP,BSL,604,20,625.0
22113,1,LTT,KCVL,1513,26,1650.0
22114,1,KCVL,LTT,1517,26,1655.0
22115,1,LTT,KRMI,545,8,590.0
22116,1,KRMI,LTT,547,8,595.0
22117,1,PUNE,AMI,730,10,720.0
22118,1,AMI,PUNE,730,10,785.0
22119,1,CSMT,KRMI,561,7,500.0
22120,1,KRMI,CSMT,563,7,510.0
22121,1,LTT,LKO,1411,11,1405.0
22122,1,LKO,LTT,1411,11,1510.0
22123,1,PUNE,AJNI,892,10,840.0
22124,1,AJNI,PUNE,892,10,955.0
22125,1,NGP,ASR,1518,10,1635.0
22126,1,ASR,NGP,1521,10,1455.0
22127,1,LTT,KZJ,1122,21,1155.0
22128,1,KZJ,LTT,1123,21,1155.0
22131,1,PUNE,MUV,1543,19,1625.0
22132,1,MUV,PUNE,1543,19,1670.0
22133,1,SUR,YPR,644,13,710.0
22134,1,YPR,SUR,644,13,710.0
22135,1,NGP,REWA,780,16,750.0
22136,1,REWA,NGP,780,16,845.0
22137,1,NGP,ADI,961,14,1015.0
22138,1,ADI,NGP,961,14,1035.0
22140,1,SUR,CSMT,457,8,480.0
22143,1,CSMT,BIDR,667,17,735.0
22144,1,BIDR,CSMT,667,17,725.0
22145,1,PVR,MRJ,136,9,149.0
22146,1,MRJ,PVR,136,9,149.0
22147,1,DR,SNSI,330,8,360.0
22148,1,SNSI,DR,330,8,360.0
22149,1,ERS,PUNE,1371,18,1475.0
22150,1,PUNE,ERS,1366,18,1445.0
22151,1,PUNE,KZJ,1191,19,1250.0
22152,1,KZJ,PUNE,1193,19,1295.0
22161,1,BPL,DMO,290,11,290.0
22162,1,DMO,BPL,292,11,305.0
22163,1,BPL,KURJ,367,9,400.0
22164,1,KURJ,BPL,367,9,400.0
22165,1,BPL,SGRL,656,11,705.0
22166,1,SGRL,BPL,655,11,720.0
22168,1,NZM,SGRL,1050,11,1115.0
22181,1,JBP,NZM,883,15,855.0
22182,1,NZM,JBP,886,15,870.0
22187,1,HBJ,JBP,330,10,330.0
22188,1,JBP,HBJ,330,10,365.0
22189,1,JBP,REWA,238,11,255.0
22190,1,REWA,JBP,238,11,255.0
22191,1,INDB,JBP,554,19,600.0
22192,1,JBP,INDB,554,19,600.0
22201,1,SDAH,PURI,527,3,475.0
22202,1,PURI,SDAH,526,3,495.0
22203,1,VSKP,SC,708,3,630.0
22204,1,SC,VSKP,708,3,615.0
22205,1,MAS,MDU,553,3,520.0
22206,1,MDU,MAS,555,3,515.0
22207,1,MAS,TVC,901,11,860.0
22208,1,TVC,MAS,904,11,870.0
22209,1,BCT,NDLS,1373,5,1035.0
22210,1,NDLS,BCT,1376,5,1010.0
22213,1,SHM,PNBE,538,4,515.0
22214,1,PNBE,SHM,539,4,535.0
22307,1,MTD,BKN,172,5,225.0
22308,1,BKN,MTD,173,5,170.0
22309,1,HWH,NJP,560,8,595.0
22310,1,NJP,HWH,560,8,615.0
22321,1,HWH,SURI,239,10,260.0
22322,1,SURI,HWH,240,10,260.0
22323,1,KOAA,GCT,757,9,820.0
22324,1,GCT,KOAA,758,9,825.0
22351,1,PPTA,YPR,2706,28,2920.0
22352,1,YPR,PPTA,2712,28,2885.0
22356,1,CDG,PPTA,1142,16,1270.0
22387,1,HWH,DHN,269,16,295.0
22388,1,DHN,HWH,270,16,295.0
22401,1,DEE,UHP,630,8,640.0
22402,1,UHP,DEE,630,8,620.0
22403,1,PDY,NDLS,2364,15,2455.0
22404,1,NDLS,PDY,2363,15,2530.0
22405,1,BGP,ANVT,1193,22,1130.0
22406,1,ANVT,BGP,1193,22,1070.0
22407,1,BSB,ANVT,780,9,885.0
22408,1,ANVT,BSB,780,9,830.0
22409,1,GAYA,ANVT,968,10,980.0
22410,1,ANVT,GAYA,968,10,880.0
22411,1,NHLN,NDLS,2127,16,2285.0
22412,1,NDLS,NHLN,2130,16,2285.0
22413,1,MAO,NZM,1908,10,1600.0
22414,1,NZM,MAO,1907,10,1555.0
22415,1,VSKP,NDLS,2083,21,2070.0
22416,1,NDLS,VSKP,2083,21,2125.0
22417,1,BSB,NDLS,768,9,810.0
22418,1,NDLS,BSB,768,9,830.0
22419,1,GCT,ANVT,809,12,890.0
22420,1,ANVT,GCT,809,12,885.0
22421,1,DEE,BGKT,623,22,675.0
22422,1,BGKT,DEE,624,22,675.0
22423,1,GKP,ASR,1086,16,1185.0
22424,1,ASR,GKP,1087,16,1170.0
22427,1,BUI,ANVT,876,11,880.0
22428,1,ANVT,BUI,876,11,930.0
22429,1,DLI,PTK,553,15,605.0
22430,1,PTK,DLI,553,17,600.0
22431,1,ALD,UHP,1255,18,1365.0
22432,1,UHP,ALD,1255,18,1360.0
22433,1,GCT,ANVT,822,11,910.0
22434,1,ANVT,GCT,824,10,860.0
22439,1,NDLS,SVDK,655,5,480.0
22441,1,ALD,CNB,194,9,190.0
22442,1,CNB,ALD,194,9,190.0
22443,1,CNB,BDTS,1607,22,1725.0
22444,1,BDTS,CNB,1608,22,1645.0
22445,1,CNB,ASR,897,14,975.0
22446,1,ASR,CNB,897,14,975.0
22447,1,KURJ,MBA,63,2,75.0
22448,1,MBA,KURJ,63,2,70.0
22451,1,BDTS,CDG,1580,24,1685.0
22452,1,CDG,BDTS,1583,24,1655.0
22453,1,LJN,MTC,458,10,475.0
22454,1,MTC,LJN,458,10,495.0
22455,1,SNSI,KLK,1615,15,1590.0
22456,1,KLK,SNSI,1618,15,1635.0
22457,1,NED,UHL,1849,26,2030.0
22458,1,UHL,NED,1852,26,1920.0
22461,1,NDLS,SVDK,654,8,700.0
22462,1,SVDK,NDLS,654,8,690.0
22463,1,MTD,BKN,172,4,220.0
22464,1,BKN,MTD,173,4,170.0
22471,1,BKN,DEE,455,14,475.0
22472,1,DEE,BKN,455,14,475.0
22473,1,BKN,BDTS,1211,23,1315.0
22474,1,BDTS,BKN,1209,23,1320.0
22475,1,BKN,CBE,2478,34,2620.0
22476,1,CBE,BKN,2482,34,2705.0
22477,1,JU,JP,312,12,290.0
22478,1,JP,JU,311,12,290.0
22481,1,JU,DEE,620,19,635.0
22482,1,DEE,JU,619,19,645.0
22483,1,JU,GIMB,558,14,585.0
22484,1,GIMB,JU,558,14,555.0
22487,1,RDP,KIR,91,7,140.0
22488,1,KIR,RDP,91,7,155.0
22497,1,SGNR,TPJ,3101,37,3440.0
22501,1,SBC,NTSK,3617,41,3935.0
22502,1,NTSK,SBC,3617,39,3935.0
22511,1,LTT,KYQ,3011,27,3295.0
22512,1,KYQ,LTT,3006,27,3195.0
22531,1,CPR,MTJ,879,22,960.0
22532,1,MTJ,CPR,884,22,965.0
22601,1,MAS,SNSI,1391,23,1520.0
22602,1,SNSI,MAS,1391,24,1515.0
22603,1,KGP,VM,1779,20,1875.0
22604,1,VM,KGP,1782,20,1905.0
22605,1,PRR,VM,1984,30,2085.0
22606,1,VM,PRR,1986,30,2125.0
22607,1,ERS,SBC,617,14,675.0
22608,1,SBC,ERS,616,14,670.0
22609,1,MAQ,CBE,404,14,440.0
22610,1,CBE,MAQ,405,14,430.0
22611,1,MAS,NJP,2295,22,2490.0
22612,1,NJP,MAS,2295,22,2505.0
22613,1,MAS,HLZ,1661,15,1670.0
22614,1,HLZ,MAS,1662,15,1685.0
22615,1,TPTY,CBE,466,8,470.0
22616,1,CBE,TPTY,469,8,460.0
22617,1,SBC,TPTY,336,9,360.0
22618,1,TPTY,SBC,336,9,350.0
22619,1,BSP,TEN,2494,30,2705.0
22620,1,TEN,BSP,2494,30,2660.0
22621,1,RMM,CAPE,399,12,440.0
22622,1,CAPE,RMM,398,12,440.0
22623,1,MS,MDU,556,11,600.0
22624,1,MDU,MS,557,11,605.0
22625,1,MAS,SBC,360,11,345.0
22626,1,SBC,MAS,361,12,360.0
22627,1,TPJ,TVC,457,13,500.0
22628,1,TVC,TPJ,457,13,500.0
22629,1,DR,TEN,1758,26,1880.0
22630,1,TEN,DR,1763,26,1910.0
22631,1,MAS,BKN,2560,32,2675.0
22632,1,BKN,MAS,2558,32,2600.0
22633,1,TVC,NZM,2841,29,2880.0
22634,1,NZM,TVC,2840,29,3065.0
22635,1,MAO,MAQ,319,10,345.0
22636,1,MAQ,MAO,320,10,345.0
22637,1,MAS,MAQ,896,31,985.0
22638,1,MAQ,MAS,898,32,980.0
22639,1,MAS,ALLP,753,25,825.0
22640,1,ALLP,MAS,755,26,825.0
22641,1,TVC,SHM,2565,37,2695.0
22642,1,SHM,TVC,2564,37,2740.0
22643,1,ERS,PNBE,2785,44,3045.0
22644,1,PNBE,ERS,2782,42,3015.0
22645,1,INDB,TVC,2643,52,2905.0
22646,1,TVC,INDB,2648,51,2820.0
22647,1,KRBA,TVC,2510,55,2735.0
