Train_No,Route_Number,Start_Station,End_Station,Total_Distance,Number_of_Stops,Total_Duration_Minutes
41576,1,VLCY,MSB,14,3,45.0
41577,1,MSB,VLCY,14,3,45.0
41578,1,VLCY,MSB,14,3,45.0
41579,1,MSB,VLCY,14,3,45.0
41580,1,VLCY,MSB,14,3,45.0
41581,1,MSB,VLCY,14,3,45.0
41582,1,VLCY,MSB,14,3,45.0
41583,1,MSB,VLCY,14,3,45.0
41584,1,VLCY,MSB,14,3,45.0
41585,1,MSB,VLCY,14,3,45.0
41586,1,VLCY,MSB,14,3,45.0
41587,1,MSB,VLCY,14,3,45.0
41588,1,VLCY,MSB,14,3,45.0
41589,1,MSB,VLCY,14,3,45.0
41590,1,VLCY,MSB,14,3,45.0
41593,1,MSB,VLCY,14,3,45.0
41594,1,VLCY,MSB,14,3,45.0
41597,1,MSB,VLCY,14,3,45.0
41598,1,VLCY,MSB,14,3,45.0
41599,1,MSB,VLCY,14,3,45.0
41600,1,VLCY,MSB,14,3,45.0
42001,1,MMCC,GPD,47,16,80.0
42002,1,GPD,MMCC,47,15,85.0
42003,1,MMCC,GPD,47,16,105.0
42004,1,GPD,MMCC,47,16,90.0
42005,1,MMCC,GPD,47,16,90.0
42006,1,GPD,MMCC,47,16,100.0
42007,1,MMCC,GPD,47,12,80.0
42008,1,GPD,MMCC,47,16,90.0
42009,1,MMCC,GPD,47,16,80.0
42010,1,GPD,MMCC,47,16,90.0
42011,1,MMCC,GPD,47,16,90.0
42012,1,GPD,MMCC,47,15,100.0
42013,1,MMCC,GPD,47,16,100.0
42014,1,GPD,MMCC,47,16,100.0
42015,1,MMCC,GPD,47,16,85.0
42016,1,GPD,MMCC,47,16,95.0
42017,1,MMCC,GPD,47,16,95.0
42018,1,GPD,MMCC,47,16,90.0
42019,1,MMCC,GPD,47,16,90.0
42020,1,GPD,MMCC,47,16,90.0
42021,1,MMCC,GPD,47,16,85.0
42022,1,GPD,MMCC,47,16,90.0
42023,1,MMCC,GPD,47,16,90.0
42024,1,GPD,MMCC,47,12,90.0
42025,1,MMCC,GPD,47,16,95.0
42026,1,GPD,MMCC,47,12,90.0
42027,1,MMCC,GPD,47,16,85.0
42028,1,GPD,MMCC,47,16,95.0
42029,1,MMCC,GPD,47,16,85.0
42030,1,GPD,MMCC,47,12,90.0
42031,1,MMCC,GPD,47,16,100.0
42032,1,GPD,MMCC,47,16,90.0
42033,1,MMCC,GPD,47,16,85.0
42034,1,GPD,MMCC,47,16,85.0
42035,1,MMCC,GPD,47,16,85.0
42036,1,GPD,MMCC,47,16,85.0
42037,1,MMCC,GPD,47,16,85.0
42038,1,GPD,MMCC,47,16,85.0
42039,1,MMCC,GPD,47,16,85.0
42040,1,GPD,MMCC,47,16,85.0
42041,1,MMCC,GPD,47,16,90.0
42042,1,GPD,MMCC,47,16,90.0
42043,1,MMCC,GPD,47,16,85.0
42044,1,GPD,MMCC,47,16,85.0
42045,1,MMCC,GPD,47,16,95.0
42046,1,GPD,MMCC,47,16,95.0
42301,1,MMCC,PON,34,14,75.0
42302,1,PON,MMCC,34,14,75.0
42401,1,MMCC,SPE,82,21,125.0
42402,1,SPE,MMCC,82,21,135.0
42403,1,MMCC,SPE,82,21,130.0
42404,1,SPE,MMCC,82,16,130.0
42406,1,SPE,MMCC,82,21,130.0
42407,1,MMCC,SPE,82,21,140.0
42408,1,SPE,MMCC,82,21,125.0
42409,1,MMCC,SPE,82,21,140.0
42411,1,MMCC,SPE,82,21,135.0
42412,1,SPE,MMCC,82,21,135.0
42413,1,MMCC,SPE,82,21,135.0
42414,1,SPE,MMCC,82,21,150.0
42416,1,SPE,MMCC,82,21,135.0
42417,1,MMCC,SPE,82,21,135.0
42419,1,MMCC,SPE,82,21,135.0
42420,1,SPE,MMCC,82,21,125.0
42421,1,MMCC,SPE,82,20,135.0
42422,1,SPE,MMCC,82,21,135.0
42423,1,MMCC,SPE,82,21,130.0
42451,1,GPD,SPE,35,2,50.0
42452,1,SPE,GPD,35,6,45.0
42601,1,MSB,GPD,47,17,95.0
42602,1,GPD,MSB,47,17,85.0
42603,1,MSB,GPD,47,17,95.0
42604,1,GPD,MSB,47,17,90.0
42605,1,MSB,GPD,47,17,95.0
42606,1,GPD,MSB,47,17,85.0
42607,1,MSB,GPD,47,17,90.0
42608,1,GPD,MSB,47,17,95.0
42651,1,VLCY,GPD,62,15,145.0
42652,1,GPD,VLCY,62,15,145.0
42653,1,VLCY,GPD,62,15,145.0
42654,1,GPD,VLCY,62,15,135.0
42655,1,VLCY,GPD,62,15,140.0
42656,1,GPD,VLCY,62,15,145.0
42657,1,VLCY,GPD,62,15,140.0
42701,1,MSB,PON,35,11,70.0
42702,1,PON,MSB,34,15,65.0
42751,1,VLCY,PON,50,13,115.0
42752,1,PON,VLCY,49,13,115.0
42801,1,MSB,SPE,82,22,140.0
42802,1,SPE,MSB,82,22,140.0
42804,1,SPE,MSB,82,22,130.0
42851,1,VLCY,SPE,97,19,190.0
42852,1,SPE,VLCY,97,19,190.0
42854,1,SPE,VLCY,97,19,190.0
42901,1,MMCC,ENR,16,8,45.0
43001,1,MMCC,AVD,20,11,50.0
43002,1,AVD,MMCC,21,11,50.0
43003,1,MMCC,AVD,20,11,45.0
43005,1,MMCC,AVD,20,11,45.0
43006,1,AVD,MMCC,21,11,45.0
43007,1,MMCC,AVD,20,11,45.0
43008,1,AVD,MMCC,21,11,50.0
43009,1,MMCC,AVD,20,11,45.0
43011,1,MMCC,AVD,20,11,50.0
43013,1,MMCC,AVD,20,11,50.0
43014,1,AVD,MMCC,21,11,60.0
43015,1,MMCC,AVD,20,11,50.0
43016,1,AVD,MMCC,21,11,45.0
43017,1,MMCC,AVD,20,11,45.0
43018,1,AVD,MMCC,21,11,45.0
43019,1,MMCC,AVD,20,11,40.0
43020,1,AVD,MMCC,21,11,50.0
43021,1,MMCC,AVD,20,7,50.0
43022,1,AVD,MMCC,21,11,50.0
43023,1,MMCC,AVD,20,11,50.0
43025,1,MMCC,AVD,20,7,50.0
43029,1,MMCC,AVD,20,7,50.0
43101,1,MMCC,PTMS,30,14,65.0
43102,1,PTMS,MMCC,31,14,75.0
43103,1,MMCC,PTMS,30,14,80.0
43104,1,PTMS,MMCC,31,14,75.0
43105,1,MMCC,PTMS,30,14,70.0
43106,1,PTMS,MMCC,31,14,70.0
43107,1,MMCC,PTMS,30,14,70.0
43108,1,PTMS,MMCC,31,14,75.0
43109,1,MMCC,PTMS,30,14,70.0
43110,1,PTMS,MMCC,31,14,65.0
43111,1,MMCC,PTMS,30,14,70.0
43112,1,PTMS,MMCC,31,14,70.0
43113,1,MMCC,PTMS,30,14,70.0
43114,1,PTMS,MMCC,31,14,75.0
43115,1,MMCC,PTMS,30,14,70.0
43116,1,PTMS,MMCC,31,14,70.0
43117,1,MMCC,PTMS,30,14,70.0
43118,1,PTMS,MMCC,31,14,70.0
43119,1,MMCC,PTMS,30,14,70.0
43120,1,PTMS,MMCC,31,14,70.0
43121,1,MMCC,PTMS,30,14,70.0
43122,1,PTMS,MMCC,31,14,65.0
43123,1,MMCC,PTMS,25,9,70.0
43124,1,PTMS,MMCC,31,14,70.0
43125,1,MMCC,PTMS,25,8,70.0
43126,1,PTMS,MMCC,31,14,70.0
43127,1,MMCC,PTMS,25,8,70.0
43128,1,PTMS,MMCC,31,14,59.0
43130,1,PTMS,MMCC,31,14,70.0
43132,1,PTMS,MMCC,31,14,65.0
43201,1,MMCC,TRL,46,18,80.0
43202,1,TRL,MMCC,46,19,75.0
43203,1,MMCC,TRL,46,19,80.0
43204,1,TRL,MMCC,46,19,80.0
43205,1,MMCC,TRL,46,19,75.0
43206,1,TRL,MMCC,46,19,80.0
43207,1,MMCC,TRL,46,19,75.0
43208,1,TRL,MMCC,46,19,80.0
43209,1,MMCC,TRL,46,19,75.0
43210,1,TRL,MMCC,46,19,75.0
43211,1,MMCC,TRL,46,19,75.0
43212,1,TRL,MMCC,46,19,80.0
43213,1,MMCC,TRL,46,19,75.0
43214,1,TRL,MMCC,46,19,80.0
43215,1,MMCC,TRL,46,19,80.0
43216,1,TRL,MMCC,41,6,65.0
43217,1,MMCC,TRL,46,19,80.0
43218,1,TRL,MMCC,46,19,80.0
43219,1,MMCC,TRL,46,19,80.0
43220,1,TRL,MMCC,46,19,80.0
43221,1,MMCC,TRL,46,19,80.0
43222,1,TRL,MMCC,41,6,55.0
43223,1,MMCC,TRL,46,19,80.0
43224,1,TRL,MMCC,46,19,80.0
43225,1,MMCC,TRL,46,19,80.0
43226,1,TRL,MMCC,46,19,80.0
43227,1,MMCC,TRL,41,18,80.0
43228,1,TRL,MMCC,46,19,80.0
43229,1,MMCC,TRL,46,19,80.0
43230,1,TRL,MMCC,46,19,85.0
43231,1,MMCC,TRL,46,19,80.0
43232,1,TRL,MMCC,46,19,80.0
43233,1,MMCC,TRL,46,19,80.0
43234,1,TRL,MMCC,46,19,80.0
43235,1,MMCC,TRL,46,19,80.0
43236,1,TRL,MMCC,46,19,80.0
43237,1,MMCC,TRL,46,19,75.0
43238,1,TRL,MMCC,46,19,80.0
43239,1,MMCC,TRL,46,19,80.0
43240,1,TRL,MMCC,46,18,75.0
43241,1,MMCC,TRL,46,19,80.0
43242,1,TRL,MMCC,46,19,80.0
43243,1,MMCC,TRL,46,19,80.0
43244,1,TRL,MMCC,46,19,80.0
43245,1,MMCC,TRL,46,19,80.0
43246,1,TRL,MMCC,46,19,80.0
43247,1,MMCC,TRL,41,10,80.0
43248,1,TRL,MMCC,46,19,80.0
43250,1,TRL,MMCC,46,19,80.0
43251,1,MMCC,TRL,41,9,80.0
43252,1,TRL,MMCC,46,19,85.0
43253,1,MMCC,TRL,41,9,80.0
43254,1,TRL,MMCC,46,19,80.0
43255,1,MMCC,TRL,41,9,80.0
43256,1,TRL,MMCC,46,19,80.0
43257,1,MMCC,TRL,41,11,80.0
43258,1,TRL,MMCC,46,19,80.0
43260,1,TRL,MMCC,46,19,80.0
43401,1,MMCC,AJJ,68,11,85.0
43402,1,AJJ,MMCC,73,27,120.0
43403,1,MMCC,AJJ,73,27,120.0
43404,1,AJJ,MMCC,73,27,120.0
43405,1,MMCC,AJJ,73,27,120.0
43406,1,AJJ,MMCC,73,27,110.0
43407,1,MMCC,AJJ,73,27,115.0
43408,1,AJJ,MMCC,68,7,105.0
43409,1,MMCC,AJJ,73,27,120.0
43410,1,AJJ,MMCC,68,10,110.0
43411,1,MMCC,AJJ,73,27,120.0
43412,1,AJJ,MMCC,73,27,120.0
43413,1,MMCC,AJJ,73,27,125.0
43414,1,AJJ,MMCC,73,27,120.0
43415,1,MMCC,AJJ,73,27,125.0
43418,1,AJJ,MMCC,73,27,110.0
43419,1,MMCC,AJJ,73,27,120.0
43420,1,AJJ,MMCC,73,27,120.0
43421,1,MMCC,AJJ,73,27,120.0
43422,1,AJJ,MMCC,73,27,120.0
43423,1,MMCC,AJJ,68,14,115.0
43424,1,AJJ,MMCC,68,14,120.0
43425,1,MMCC,AJJ,73,27,120.0
43426,1,AJJ,MMCC,68,12,120.0
43427,1,MMCC,AJJ,73,27,120.0
43428,1,AJJ,MMCC,73,27,120.0
43429,1,MMCC,AJJ,68,12,125.0
43430,1,AJJ,MMCC,73,27,120.0
43431,1,MMCC,AJJ,68,10,90.0
43433,1,MMCC,AJJ,68,12,125.0
43434,1,AJJ,MMCC,73,24,120.0
43435,1,MMCC,AJJ,68,10,75.0
43436,1,AJJ,MMCC,73,27,120.0
43437,1,MMCC,AJJ,68,12,120.0
43438,1,AJJ,MMCC,73,27,120.0
43439,1,MMCC,AJJ,68,14,125.0
43501,1,MMCC,TRT,86,28,135.0
43502,1,TRT,MMCC,86,29,140.0
43503,1,MMCC,TRT,86,29,135.0
43504,1,TRT,MMCC,86,29,140.0
43505,1,MMCC,TRT,86,28,140.0
43506,1,TRT,MMCC,86,28,140.0
43507,1,MMCC,TRT,86,28,140.0
43508,1,TRT,MMCC,86,28,130.0
43509,1,MMCC,TRT,86,29,140.0
43510,1,TRT,MMCC,86,28,135.0
43511,1,MMCC,TRT,86,29,145.0
43512,1,TRT,MMCC,86,28,135.0
43513,1,MMCC,TRT,86,28,150.0
43514,1,TRT,MMCC,86,28,140.0
43515,1,MMCC,TRT,86,29,150.0
43516,1,TRT,MMCC,86,28,140.0
43517,1,MMCC,TRT,80,13,140.0
43518,1,TRT,MMCC,81,14,140.0
43520,1,TRT,MMCC,81,15,134.0
43551,1,AJJ,TRT,12,2,20.0
43552,1,TRT,AJJ,12,2,20.0
43553,1,AJJ,TRT,12,3,20.0
43554,1,TRT,AJJ,12,2,25.0
43556,1,TRT,AJJ,12,2,20.0
43601,1,MSB,AVD,22,12,60.0
43602,1,AVD,MSB,22,12,55.0
43603,1,MSB,AVD,22,12,50.0
43604,1,AVD,MSB,22,12,50.0
43605,1,MSB,AVD,22,12,50.0
43606,1,AVD,MSB,22,12,50.0
43607,1,MSB,AVD,22,12,55.0
43608,1,AVD,MSB,22,12,50.0
43610,1,AVD,MSB,22,12,50.0
43611,1,MSB,AVD,22,2,50.0
43612,1,AVD,MSB,22,12,55.0
43613,1,MSB,AVD,22,8,55.0
43614,1,AVD,MSB,22,12,50.0
43615,1,MSB,AVD,22,8,50.0
43616,1,AVD,MSB,22,12,55.0
43618,1,AVD,MSB,22,12,50.0
43620,1,AVD,MSB,22,12,50.0
43622,1,AVD,MSB,22,12,50.0
43650,1,AVD,MSB,22,8,50.0
43651,1,VLCY,AVD,36,10,105.0
43652,1,AVD,VLCY,37,10,105.0
43653,1,VLCY,AVD,36,10,100.0
43654,1,AVD,VLCY,37,10,110.0
43655,1,VLCY,AVD,36,10,105.0
43656,1,AVD,VLCY,37,10,100.0
43657,1,VLCY,AVD,36,10,110.0
43658,1,AVD,VLCY,37,10,95.0
43659,1,VLCY,AVD,36,10,105.0
43660,1,AVD,VLCY,37,10,100.0
43661,1,VLCY,AVD,36,10,110.0
43662,1,AVD,VLCY,37,10,105.0
43663,1,VLCY,AVD,36,10,100.0
43664,1,AVD,VLCY,37,10,105.0
43666,1,AVD,VLCY,37,10,100.0
43668,1,AVD,VLCY,37,10,110.0
43670,1,AVD,VLCY,37,10,100.0
43672,1,AVD,VLCY,37,10,95.0
43674,1,AVD,VLCY,37,10,100.0
43701,1,MSB,TRL,48,20,85.0
43702,1,TRL,MSB,48,20,85.0
43703,1,MSB,TRL,48,20,85.0
43704,1,TRL,MSB,48,20,85.0
43705,1,MSB,TRL,48,20,85.0
43706,1,TRL,MSB,48,20,85.0
43707,1,MSB,TRL,48,20,85.0
43708,1,TRL,MSB,48,20,80.0
43709,1,MSB,TRL,48,20,80.0
43710,1,TRL,MSB,48,20,85.0
43711,1,MSB,TRL,48,20,85.0
43713,1,MSB,TRL,42,10,85.0
43715,1,MSB,TRL,48,20,80.0
43751,1,MSB,PTMS,32,15,70.0
43752,1,PTMS,MSB,32,15,72.0
43753,1,MSB,PTMS,32,15,70.0
43754,1,PTMS,MSB,32,15,80.0
43755,1,MSB,PTMS,32,15,70.0
43757,1,MSB,PTMS,32,15,65.0
43761,1,VLCY,TRL,57,14,135.0
43762,1,TRL,VLCY,57,14,125.0
43763,1,VLCY,TRL,57,14,130.0
43764,1,TRL,VLCY,57,14,130.0
43765,1,VLCY,TRL,57,14,135.0
43766,1,TRL,VLCY,57,14,135.0
43767,1,VLCY,TRL,57,14,135.0
43768,1,TRL,VLCY,57,14,145.0
43769,1,VLCY,TRL,57,14,135.0
43770,1,TRL,VLCY,57,14,140.0
43771,1,VLCY,TRL,57,14,135.0
43773,1,VLCY,TRL,57,14,135.0
43791,1,VLCY,PTMS,46,13,120.0
43792,1,PTMS,VLCY,47,17,125.0
43793,1,VLCY,PTMS,46,13,120.0
43794,1,PTMS,VLCY,42,12,150.0
43795,1,VLCY,PTMS,46,13,125.0
43797,1,VLCY,PTMS,46,13,120.0
43801,1,MSB,AJJ,74,28,130.0
43802,1,AJJ,MSB,75,28,125.0
43803,1,MSB,AJJ,74,28,130.0
43804,1,AJJ,MSB,70,9,95.0
43805,1,MSB,AJJ,74,28,130.0
43806,1,AJJ,MSB,70,15,125.0
43820,1,TRT,MSB,82,14,140.0
43821,1,MSB,TRT,82,16,150.0
43823,1,MSB,TRT,82,13,120.0
43831,1,AVD,TRL,20,5,35.0
43832,1,TRL,AVD,20,8,30.0
43841,1,AVD,AJJ,52,17,80.0
43842,1,AJJ,AVD,47,16,65.0
43844,1,AJJ,AVD,47,2,75.0
43847,1,AVD,TRT,65,18,115.0
43851,1,PON,TRL,70,17,125.0
43852,1,TRL,PON,75,29,150.0
43861,1,ENR,TRL,51,13,100.0
43872,1,PRES,MMCC,29,13,53.0
43882,1,TI,MMCC,34,13,55.0
43891,1,AVD,PTMS,4,3,20.0
43892,1,PTMS,AVD,10,4,20.0
43901,1,MMCC,KBT,52,21,85.0
43902,1,KBT,MMCC,52,21,85.0
43903,1,MMCC,KBT,52,21,85.0
43904,1,KBT,MMCC,52,21,85.0
43912,1,KBT,MSB,53,22,90.0
43921,1,TRL,KBT,5,2,10.0
43932,1,AJJ,VLCY,84,17,170.0
43934,1,AJJ,VLCY,84,16,170.0
43936,1,AJJ,VLCY,84,11,140.0
43938,1,AJJ,VLCY,84,17,160.0
43941,1,VLCY,TRT,97,17,205.0
43942,1,TRT,VLCY,97,18,195.0
43943,1,VLCY,TRT,97,15,175.0
43952,1,KBT,VLCY,63,15,145.0
47100,1,HYB,LPI,25,13,45.0
47101,1,HYB,LPI,25,13,45.0
47102,1,HYB,LPI,25,13,45.0
47103,1,HYB,LPI,25,13,50.0
47104,1,HYB,LPI,25,13,45.0
47105,1,HYB,LPI,25,13,50.0
47106,1,HYB,LPI,25,13,45.0
47107,1,HYB,LPI,25,13,45.0
47108,1,HYB,LPI,25,13,45.0
47109,1,HYB,LPI,25,13,45.0
47110,1,HYB,LPI,25,13,45.0
47111,1,HYB,LPI,25,13,55.0
47112,1,HYB,LPI,25,13,45.0
47113,1,HYB,LPI,25,13,45.0
47114,1,HYB,LPI,25,13,45.0
47115,1,HYB,LPI,25,13,45.0
47116,1,HYB,LPI,25,13,55.0
47117,1,HYB,LPI,25,13,45.0
47118,1,HYB,LPI,25,13,45.0
47119,1,HYB,LPI,25,13,45.0
47120,1,HYB,LPI,25,13,48.0
47121,1,HYB,LPI,25,13,45.0
47122,1,HYB,LPI,25,13,50.0
47123,1,HYB,LPI,25,13,45.0
47124,1,HYB,LPI,25,13,45.0
47125,1,HYB,LPI,25,13,45.0
47126,1,LPI,HYB,23,13,45.0
47127,1,LPI,HYB,23,13,50.0
47128,1,LPI,HYB,23,13,52.0
47129,1,LPI,HYB,23,13,45.0
47130,1,LPI,HYB,23,13,50.0
47131,1,LPI,HYB,23,13,45.0
47132,1,LPI,HYB,23,13,45.0
47133,1,LPI,HYB,23,13,50.0
47134,1,LPI,HYB,23,13,45.0
47135,1,LPI,HYB,23,13,47.0
47136,1,LPI,HYB,23,13,45.0
47137,1,LPI,HYB,23,13,45.0
47138,1,LPI,HYB,23,13,50.0
47139,1,LPI,HYB,23,13,45.0
47140,1,LPI,HYB,23,13,47.0
47141,1,LPI,HYB,23,13,45.0
47142,1,LPI,HYB,23,13,50.0
47143,1,LPI,HYB,23,13,45.0
47144,1,LPI,HYB,23,13,45.0
47145,1,LPI,HYB,23,13,50.0
47146,1,LPI,HYB,23,13,45.0
47147,1,LPI,HYB,23,13,45.0
47148,1,LPI,HYB,23,13,45.0
47149,1,FM,LPI,37,22,82.0
47150,1,FM,LPI,37,22,77.0
47151,1,FM,LPI,37,22,82.0
47152,1,FM,LPI,37,22,75.0
47153,1,FM,LPI,37,22,90.0
47154,1,FM,LPI,37,22,77.0
47155,1,FM,LPI,37,22,83.0
47156,1,FM,LPI,37,22,77.0
47157,1,FM,LPI,37,22,85.0
47158,1,FM,LPI,37,22,80.0
47159,1,LPI,FM,37,22,90.0
47160,1,FM,LPI,37,22,77.0
47161,1,FM,LPI,37,22,80.0
47162,1,FM,LPI,37,22,81.0
47163,1,FM,LPI,37,22,80.0
47164,1,FM,LPI,37,22,85.0
47165,1,FM,LPI,37,22,87.0
47166,1,FM,LPI,37,22,82.0
47167,1,FM,LPI,37,22,80.0
47168,1,FM,SC,14,11,45.0
47169,1,FM,LPI,37,22,83.0
47170,1,FM,LPI,37,22,85.0
47171,1,LPI,FM,37,22,77.0
47172,1,SC,FM,14,11,30.0
47173,1,LPI,FM,37,22,77.0
47174,1,LPI,FM,37,22,85.0
47175,1,LPI,FM,37,22,77.0
47176,1,LPI,FM,37,22,84.0
47177,1,LPI,FM,37,22,87.0
47178,1,LPI,FM,37,22,77.0
47179,1,LPI,FM,37,22,77.0
47180,1,LPI,FM,37,22,77.0
47181,1,LPI,FM,37,22,80.0
47182,1,LPI,FM,37,22,80.0
47183,1,LPI,FM,37,22,82.0
47184,1,LPI,FM,37,22,76.0
47185,1,LPI,FM,37,22,77.0
47186,1,LPI,FM,37,22,85.0
47187,1,LPI,FM,37,22,85.0
47188,1,LPI,FM,37,22,87.0
47189,1,LPI,FM,37,22,83.0
47190,1,LPI,FM,37,22,85.0
47191,1,LPI,FM,37,22,82.0
47192,1,LPI,FM,37,22,77.0
47193,1,LPI,FM,37,22,82.0
47194,1,LPI,FM,37,22,90.0
47195,1,LPI,SC,22,12,55.0
47196,1,SC,HYB,9,7,30.0
47197,1,FM,HYB,24,17,70.0
47198,1,FM,LPI,37,22,90.0
47199,1,FM,HYB,24,17,67.0
47200,1,FM,HYB,24,17,80.0
47201,1,FM,HYB,24,17,65.0
47202,1,FM,HYB,24,17,65.0
47203,1,FM,LPI,37,22,80.0
47204,1,FM,SC,14,11,45.0
47205,1,SC,FM,14,11,30.0
47206,1,HYB,FM,25,17,67.0
47207,1,FM,LPI,37,22,80.0
47208,1,HYB,FM,25,17,67.0
47209,1,HYB,FM,25,17,67.0
47210,1,LPI,FM,37,22,77.0
47211,1,FM,LPI,37,22,80.0
47212,1,LPI,FM,37,22,80.0
47213,1,LPI,FM,37,22,80.0
47214,1,FM,LPI,37,22,85.0
47215,1,LPI,FM,37,22,80.0
47216,1,FM,LPI,37,22,80.0
47217,1,LPI,FM,37,22,80.0
47218,1,FM,LPI,37,22,85.0
47219,1,LPI,FM,37,22,77.0
47220,1,FM,LPI,37,22,105.0
50101,1,RN,MAO,251,22,395.0
50102,1,MAO,RN,244,22,305.0
50103,1,DR,RN,347,38,525.0
50104,1,RN,DR,349,38,530.0
50105,1,DIVA,SWV,486,49,685.0
50106,1,SWV,DIVA,476,49,700.0
50107,1,SWV,MAO,78,9,155.0
50108,1,MAO,SWV,83,9,130.0
50119,1,DIVA,PNVL,27,6,50.0
50120,1,PNVL,DIVA,27,7,45.0
51027,1,CSMT,PVR,430,26,695.0
51028,1,PVR,CSMT,430,29,645.0
51029,1,CSMT,BJP,565,31,805.0
51030,1,BJP,CSMT,566,34,800.0
51033,1,DD,SNSI,187,8,275.0
51034,1,SNSI,DD,187,7,280.0
51111,1,CSN,DHI,56,9,75.0
51112,1,DHI,CSN,56,9,75.0
51113,1,CSN,DHI,56,9,75.0
51114,1,DHI,CSN,56,9,75.0
51115,1,CSN,DHI,56,9,75.0
51116,1,DHI,CSN,56,9,75.0
51135,1,BD,AMI,9,2,15.0
51136,1,AMI,BD,9,2,15.0
51137,1,BD,AMI,9,2,15.0
51138,1,AMI,BD,9,2,15.0
51139,1,BD,AMI,9,2,15.0
51140,1,AMI,BD,9,2,15.0
51141,1,BD,AMI,9,2,15.0
51142,1,AMI,BD,9,2,15.0
51145,1,BD,AMI,9,2,15.0
51146,1,AMI,BD,9,2,15.0
51147,1,BD,AMI,9,2,15.0
51148,1,AMI,BD,9,2,15.0
51149,1,BD,AMI,9,2,15.0
51150,1,AMI,BD,9,2,15.0
51151,1,NAVI,NRKR,108,8,200.0
51152,1,NRKR,NAVI,109,11,180.0
51153,1,CSMT,BSL,444,48,750.0
51154,1,BSL,CSMT,444,47,720.0
51157,1,BSL,ET,306,37,575.0
51158,1,ET,BSL,306,37,795.0
51181,1,DVL,BSL,262,30,315.0
51182,1,BSL,DVL,262,30,345.0
51183,1,BSL,NRKR,361,36,570.0
51184,1,NRKR,BSL,339,37,580.0
51187,1,BSL,KTE,642,71,1075.0
51188,1,KTE,BSL,642,71,1120.0
51189,1,ET,ACOI,610,64,1330.0
51190,1,ACOI,ET,609,64,1210.0
51195,1,WR,BPQ,132,15,225.0
51196,1,BPQ,WR,132,16,220.0
51197,1,BSL,WR,318,35,430.0
51198,1,WR,BSL,318,36,540.0
51239,1,AMLA,BZU,22,4,35.0
51240,1,BZU,AMLA,22,4,40.0
51253,1,AMLA,CWA,115,16,240.0
51254,1,CWA,AMLA,115,12,190.0
51255,1,BXY,CWA,88,12,130.0
51256,1,CWA,BXY,88,12,130.0
51259,1,WR,NGP,78,12,120.0
51260,1,NGP,WR,78,11,105.0
51261,1,AMI,WR,104,11,175.0
51262,1,WR,AMI,104,12,255.0
51285,1,BSL,NGP,397,46,795.0
51286,1,NGP,BSL,397,47,605.0
51293,1,NGP,AMLA,167,20,265.0
51294,1,AMLA,NGP,167,18,285.0
51317,1,KJT,PUNE,91,19,185.0
51318,1,PUNE,KJT,91,20,180.0
51347,1,PUNE,BRMT,120,16,190.0
51348,1,BRMT,DD,43,6,75.0
51350,1,DD,PUNE,77,11,105.0
51401,1,PUNE,MMR,314,34,560.0
51402,1,MMR,PUNE,311,34,615.0
51405,1,MRJ,CLR,212,24,345.0
51406,1,CLR,MRJ,212,24,320.0
51407,1,MRJ,KOP,47,8,75.0
51408,1,KOP,MRJ,47,6,80.0
51409,1,PUNE,KOP,325,42,615.0
51410,1,KOP,PUNE,326,41,700.0
51411,1,BAY,DWR,229,29,390.0
51412,1,UBL,BAY,208,24,370.0
51419,1,MRJ,UBL,278,35,450.0
51420,1,UBL,MRJ,279,33,445.0
51421,1,PUNE,NZB,769,83,1210.0
51422,1,NZB,PUNE,769,76,1275.0
51423,1,IGP,MMR,123,15,170.0
51424,1,MMR,IGP,123,15,205.0
51425,1,PRLI,MRJ,427,36,655.0
51426,1,MRJ,PRLI,437,35,585.0
51427,1,MRJ,KOP,47,7,85.0
51428,1,KOP,MRJ,47,7,75.0
51429,1,SLI,KOP,54,8,100.0
51430,1,KOP,SLI,54,9,95.0
51431,1,MRJ,LD,188,22,315.0
51432,1,LD,MRJ,188,21,280.0
51433,1,NZB,PVR,523,52,935.0
51434,1,PVR,NZB,511,52,1025.0
51435,1,PUNE,STR,145,19,275.0
51436,1,STR,PUNE,145,19,260.0
51437,1,KWV,MRJ,189,17,275.0
51438,1,MRJ,KWV,189,17,260.0
51441,1,STR,KOP,180,24,275.0
51442,1,KOP,STR,180,24,300.0
51451,1,PUNE,BRMT,120,16,190.0
51452,1,BRMT,PUNE,121,16,195.0
51458,1,DWR,UBL,20,2,45.0
51461,1,MRJ,BGM,137,17,205.0
51462,1,BGM,MRJ,137,16,190.0
51463,1,MRJ,BGM,137,16,205.0
51464,1,BGM,MRJ,137,16,210.0
51601,1,BINA,KMZ,261,31,435.0
51602,1,KMZ,BINA,264,31,490.0
51603,1,BINA,KTE,263,32,390.0
51604,1,KTE,BINA,266,32,460.0
51605,1,KMZ,CHRM,256,28,480.0
51606,1,CHRM,KMZ,253,28,495.0
51607,1,BINA,GUNA,118,17,175.0
51608,1,GUNA,BINA,118,17,175.0
51609,1,BINA,GUNA,118,17,175.0
51610,1,GUNA,BINA,118,17,180.0
51611,1,KOTA,BINA,303,38,530.0
51612,1,BINA,KOTA,303,38,530.0
51671,1,ET,STA,434,44,585.0
51672,1,STA,ET,434,44,610.0
51673,1,ET,STA,434,40,520.0
51674,1,STA,ET,434,40,650.0
